Class,Class Number,Class Section,Class Section-B,Class Time,Class Room,Class Instructor,Rating
MGT 3300,44130,QTRA-LEC,Regular,TuTh 19:30 - 20:45,B - Vert 9-125,Jeffrey Murphy,4.7
MGT 3500,44131,ETRA-LEC,Regular,TuTh 14:30 - 15:45,B - Vert 11-135,Lie Hsu,3.4
MGT 3500,74431,QTRA-LEC,Regular,TuTh 19:30 - 20:45,A - 17 Lex 611,Benedetto Valenti,4.1
MGT 3710,44133,FTRA-LEC,Regular,TuTh 16:10 - 17:25,B - Vert 11-150,Lie Hsu,3.4
MGT 3710,44134,PMWA-LEC,Regular,MoWe 17:50 - 19:05,A - 17 Lex 1322,Leslie Bobb,3.42
MGT 3730,44136,ETRA-LEC,Regular,TuTh 14:30 - 15:45,A - 17 Lex 611,Tolga Aydinliyim,2.79
MGT 3730,44135,PTRA-LEC,Regular,TuTh 17:50 - 19:05,B - Vert 9-160,Tolga Aydinliyim,2.79
MGT 3800,44137,CMWA-LEC,Regular,MoWe 10:45 - 12:00,B - Vert 9-160,Peter Pepper,4.5
MGT 3800,44138,CTRA-LEC,Regular,TuTh 10:45 - 12:00,B - Vert 10-170,Anne Laure Winkler,3.1
MGT 3800,44139,DMWA-LEC,Regular,MoWe 12:50 - 14:05,B - Vert 10-160,Peter Pepper,4.5
MGT 3800,44142,FMWA-LEC,Regular,MoWe 16:10 - 17:25,B - Vert 11-135,Jared Peifer,4.2
MGT 3800,44143,FTRA-LEC,Regular,TuTh 16:10 - 17:25,A - 17 Lex 1323,Anne Laure Winkler,3.1
MGT 3800,44656,PMWA-LEC,Regular,MoWe 17:50 - 19:05,B - Vert 4-170,Michael Stauffer,3.5
MGT 3800,44145,QTRA-LEC,Regular,TuTh 19:30 - 20:45,B - Vert 12-135,James Grayshaw,4.3
MGT 3960,44146,BMWA-LEC,Regular,MoWe 09:05 - 10:20,B - Vert 10-126,Maryanne Holley,No Rating
MGT 3960,44147,CTRA-LEC,Regular,TuTh 10:45 - 12:00,A - 17 Lex 1000H,Glenn Emanuel,4.8
MGT 3960,56646,JANE-LEC,Winter,MoTuWeTh 17:50 - 21:20,B - Vert 9-165,Wesley Palmer,1.3
MGT 3960,44148,PMWA-LEC,Regular,MoWe 17:50 - 19:05,A - 17 Lex 611,Daniel McLaughlin,No Rating
MGT 3960,74757,QTA-LEC,Regular,Tu 19:30 - 20:45,A - 17 Lex 307,Kaiqin Ning,No Rating
MGT 4094H,72188,1MWH-LEC,Seven Wk 1,We 11:10 - 14:16,B - Vert 13-135,Denise Patrick,4.77
MGT 4094H,72189,2MWH-LEC,Seven Wk 2,We 11:10 - 14:05,B - Vert 14-235,Lawrence Zicklin,No Rating
MGT 4330,44150,EMA-LEC,Regular,Mo 14:30 - 15:45,B - Vert 10-130,Hannah Rothstein,No Rating
MGT 4330,44151,QTRA-LEC,Regular,TuTh 19:30 - 20:45,B - Vert 9-145,Robert Trinkaus,3.9
MGT 4340,44153,DMWA-LEC,Regular,MoWe 12:50 - 14:05,B - Vert 10-155,Johanna Seppalainen,4.8
MGT 4340,44152,PTRA-LEC,Regular,TuTh 17:50 - 19:05,A - 17 Lex 305,Sara Grant,No Rating
MGT 4400,44154,CTRA-LEC,Regular,TuTh 10:45 - 12:00,B - Vert 9-180,John Lynch,4.13
MGT 4400,44155,QMWA-LEC,Regular,MoWe 19:30 - 20:45,B - Vert 10-130,Anthony Farina,4.7
MGT 4420,44156,EMWA-LEC,Regular,MoWe 14:30 - 15:45,B - Vert 11-135,Matthew Deluca,3.0
MGT 4420,44157,PTRA-LEC,Regular,TuTh 17:50 - 19:05,A - 17 Lex 1420,Daniel Kearney,No Rating
MGT 4430,44158,NETA-LEC,Regular,TBA,TBA,Angelique Senter,3.42
MGT 4430,44159,QTRA-LEC,Regular,TuTh 19:30 - 20:45,B - Vert 8-135,Suman Sabastin,No Rating
MGT 4460,44160,FTRA-LEC,Regular,TuTh 16:10 - 17:25,B - Vert 9-180,John Lynch,4.13
MGT 4460,75172,QMWA-LEC,Regular,MoWe 19:30 - 20:45,B - Vert 11-165,Terrance Neal,4.7
MGT 4480,76134,MNFA-LEC,Regular,Fr 13:15 - 16:10,B - Vert 9-135,Katerina Gonzalez,5.0
MGT 4480,44162,PTRA-LEC,Regular,TuTh 17:50 - 19:05,A - 17 Lex 1520,Jeffrey Murphy,4.7
MGT 4493,44163,PTRA-LEC,Regular,TuTh 17:50 - 19:05,B - Vert 10-215,Soniya Dsouza,3.96
MGT 4500,44164,FTRA-LEC,Regular,TuTh 16:10 - 17:25,B - Vert 11-160,Corrington Hwong,2.0
MGT 4500,44165,QTRA-LEC,Regular,TuTh 19:30 - 20:45,B - Vert 4-220,Corrington Hwong,2.0
MGT 4551,74762,ETRA-LEC,Regular,TuTh 14:30 - 15:45,B - Vert 12-130,Corrington Hwong,2.0
MGT 4551,44166,PMWA-LEC,Regular,MoWe 17:50 - 19:05,B - Vert 13-155,Ta-lung William Chien,No Rating
MGT 4880,44168,CTRA-LEC,Regular,TuTh 10:45 - 12:00,B - Vert 10-175,Naomi Gardberg,3.93
MGT 4880,44169,QMWA-LEC,Regular,MoWe 19:30 - 20:45,B - Vert 13-145,Jing Liu,No Rating
MGT 4961,44171,EMA-LEC,Regular,Mo 14:30 - 15:45,B - Vert 4-225,Joyce Timberlake,2.3
MGT 4961,44172,QWA-LEC,Regular,We 19:30 - 20:45,B - Vert 9-145,Wesley Palmer,1.3
MGT 4962,44173,FMWA-LEC,Regular,MoWe 16:10 - 17:25,B - Vert 10-135,Elisa Balabram,4.5
MGT 4962,44174,FRA-LEC,Regular,Th 16:10 - 17:25,B - Vert 11-130,Richard Raymond,2.83
MGT 4962,44175,QTRA-LEC,Regular,TuTh 19:30 - 20:45,B - Vert 5-175,Elisa Balabram,4.5
MGT 4963,44176,CMWA-LEC,Regular,MoWe 10:45 - 12:00,B - Vert 5-175,Maryanne Holley,No Rating
MGT 4963,44177,FTRA-LEC,Regular,TuTh 16:10 - 17:25,B - Vert 5-160,Robert Foskey,3.89
MGT 4963,44178,PMA-LEC,Regular,Mo 17:50 - 19:05,A - 17 Lex 303,Thomas Bryant,No Rating
MGT 4966,44626,PTA-LEC,Regular,Tu 17:50 - 19:05,A - 17 Lex 1405,Christoph Winkler,0.0
MGT 4967,44179,FWA-LEC,Regular,We 16:10 - 17:25,B - Vert 12-145,Ulas Neftci,4.81
MGT 4968,44180,FTRA-LEC,Regular,TuTh 16:10 - 17:25,A - 17 Lex 1321,Glenn Emanuel,4.8
MGT 4971,44182,FMA-LEC,Regular,Mo 16:10 - 17:25,B - Vert 3-185,Faith Fraser,No Rating
MGT 4993,79168,TILL-LEC,Regular,TBA,TBA,Charles Tillman,No Rating
MGT 5110,44183,HHTB-LEC,Regular,TBA,TBA,Alvin Booke,3.42
MGT 9300,44185,CMWF-LEC,Regular,MoWe 10:45 - 12:00,B - Vert 12-150,Mary Kern,3.76
MGT 9300,44184,QMWA-LEC,Regular,MoWe 19:30 - 20:45,B - Vert 5-160,Donald Vredenburgh,3.65
MGT 9302,44186,PMWA-LEC,Regular,MoWe 17:50 - 19:05,B - Vert 13-150,Donald Vredenburgh,3.65
MGT 9340,44187,UUWA-LEC,Regular,We 19:30 - 22:25,B - Vert 11-130,Ronny Berlin,No Rating
MGT 9392,76369,XB33-LEC,Regular,TBA,TBA,Staff,No Rating
MGT 9392,76368,XM33-LEC,Regular,TBA,TBA,Donald Waisanen,No Rating
MGT 9394,78370,JANE-LEC,Winter,TBA,TBA,Cynthia Thompson,4.5
MGT 9400,63552,UMMS-LEC,Regular,Mo 18:05 - 21:05,B - Vert 14-230,Stephan Dilchert,4.29
MGT 9400,44188,UURA-LEC,Regular,Th 19:45 - 22:30,B - Vert 9-215,Alvin Booke,3.42
MGT 9400,75867,XHC3-LEC,Regular,TBA,TBA,Joel Douglas,No Rating
MGT 9420,44190,UMMS-LEC,Regular,Mo 18:05 - 21:00,B - Vert 14-235,Matthew Deluca,3.0
MGT 9494,44191,UWMS-LEC,Regular,We 18:05 - 21:00,B - Vert 14-240,Peter Pepper,4.5
MGT 9495,44192,UMMS-LEC,Regular,Mo 18:05 - 21:00,B - Vert 14-240,Eric Marshall,No Rating
MGT 9500,44901,PMWA-LEC,Regular,MoWe 17:50 - 19:05,A - 17 Lex 1304,William Millhiser,4.2
MGT 9610,74036,XM33-LEC,Regular,TBA,TBA,Edward Kurpis,4.3
MGT 9615,44193,MNFA-LEC,Regular,Fr 13:15 - 16:10,B - Vert 13-160,T Das,2.5
MGT 9660,44194,LMSA-LEC,Regular,Sa 09:05 - 12:00,B - Vert 10-135,Rodney Brown,4.5
MGT 9661,79256,XMBA-LEC,Regular,TBA,TBA,Tuvana Rua,4.38
MGT 9702,56528,1CTR-LEC,Seven Wk 1,TuTh 10:45 - 12:06,B - Vert 12-150,Tolga Aydinliyim,2.79
MGT 9702,56529,1QMW-LEC,Seven Wk 1,MoWe 19:30 - 20:51,B - Vert 12-150,William Millhiser,4.2
MGT 9702,56647,JANE-LEC,Winter,MoWeTh 17:50 - 19:50,B - Vert 8-150,Emre Veral,2.5
MGT 9702,74034,XM33-LEC,Regular,TBA,TBA,William Millhiser,4.2
MGT 9704,44674,2QMW-LEC,Seven Wk 2,MoWe 19:30 - 20:45,B - Vert 12-150,William Millhiser,4.2
MGT 9704,74037,XM33-LEC,Regular,TBA,TBA,William Millhiser,4.2
MGT 9710,44196,PTRA-LEC,Regular,TuTh 17:50 - 19:05,B - Vert 10-118,Lie Hsu,3.4
MGT 9730,74923,QTA-LEC,Regular,Tu 19:30 - 20:45,B - Vert 10-120,Bernardo Tirado,5.0
MGT 9740,44198,UUMA-LEC,Regular,Mo 19:30 - 22:30,B - Vert 3-190,Nathan Fleisig,No Rating
MKT 3000,43095,AMA-LEC,Regular,Mo 07:25 - 08:40,B - Vert 10-135,Mahima Hada,4.3
MKT 3000,43085,BMA-LEC,Regular,Mo 09:05 - 10:20,B - Vert 10-135,Mahima Hada,4.3
MKT 3000,43088,BRA-LEC,Regular,Th 09:05 - 10:20,B - Vert 10-135,Sajeesh Sajeesh,3.7
MKT 3000,43086,CMA-LEC,Regular,Mo 10:45 - 12:00,B - Vert 10-135,Daniel Rubin,3.5
MKT 3000,43104,CMWA-LEC,Regular,MoWe 10:45 - 12:00,B - Vert 10-155,Paschalina Ziamou,4.5
MKT 3000,43093,CRA-LEC,Regular,Th 10:45 - 12:00,B - Vert 10-135,Sajeesh Sajeesh,3.7
MKT 3000,43087,CTA-LEC,Regular,Tu 10:45 - 12:00,B - Vert 10-135,Pragya Mathur,4.5
MKT 3000,43091,CWA-LEC,Regular,We 10:45 - 12:00,B - Vert 10-135,Emily Goldsmith,4.0
MKT 3000,43099,ERA-LEC,Regular,Th 14:30 - 15:45,B - Vert 10-135,Nermin Eyuboglu,3.3
MKT 3000,43097,ETA-LEC,Regular,Tu 14:30 - 15:45,B - Vert 10-135,Yan Meng,3.5
MKT 3000,43083,FMWA-LEC,Regular,MoWe 16:10 - 17:25,B - Vert 10-155,Kirandeep Mander,No Rating
MKT 3000,63480,FTRA-LEC,Regular,TuTh 16:10 - 17:25,B - Vert 10-135,William Heath,No Rating
MKT 3000,43101,MSA-LEC,Regular,Sa 11:10 - 12:35,B - Vert 12-145,Nermin Eyuboglu,3.3
MKT 3000,44771,MUA-LEC,Regular,Su 11:10 - 14:05,B - Vert 7-155,J Lichtenthal,No Rating
MKT 3000,43084,QMWA-LEC,Regular,MoWe 19:30 - 20:45,B - Vert 10-150,Ali Golzari,No Rating
MKT 3000H,43106,PTRH-LEC,Regular,TuTh 17:50 - 19:05,B - Vert 10-126,Carly Fink,4.3
MKT 3140,43109,DMWA-LEC,Regular,MoWe 12:50 - 14:05,B - Vert 11-150,Paschalina Ziamou,4.5
MKT 3400,43113,BTR-LEC,Regular,TuTh 09:05 - 10:20,B - Vert 3-150,Lynn Pyun Kim,No Rating
MKT 3400,43115,MSA-LEC,Regular,Sa 11:10 - 14:05,B - Vert 12-150,Lilac Nachum,3.6
MKT 3520,43120,BTRA-LEC,Regular,TuTh 09:05 - 10:20,B - Vert 10-150,Barry Soloff,3.48
MKT 3520,44837,CTRA-LEC,Regular,TuTh 10:45 - 12:00,B - Vert 11-135,Anthony Perrotto,3.5
MKT 3520,43124,ETRA-LEC,Regular,TuTh 14:30 - 15:45,B - Vert 10-150,Barry Soloff,3.48
MKT 3600,43126,ETRA-LEC,Regular,TuTh 14:30 - 15:45,B - Vert 10-155,Eleonora Curlo,3.7
MKT 3600,43128,FTRA-LEC,Regular,TuTh 16:10 - 17:25,B - Vert 5-150,Eleonora Curlo,3.7
MKT 3600,63478,MFA-LEC,Regular,Fr 11:10 - 14:05,B - Vert 3-130,Maithily Erande,1.75
MKT 3600,43131,PMWA-LEC,Regular,MoWe 17:50 - 19:05,B - Vert 10-145,Sheldon Wayman,4.41
MKT 3605,43133,ETRA-LEC,Regular,TuTh 14:30 - 15:45,B - Vert 11-150,Stephen Gould,3.68
MKT 3605,43138,MFA-LEC,Regular,Fr 11:10 - 14:05,B - Vert 12-155,Luca Petruzzellis,1.0
MKT 3605,43136,MTA-LEC,Regular,Tu 11:10 - 14:05,B - Vert 10-155,Sankar Sen,4.6
MKT 3605,43142,NFA-LEC,Regular,Fr 14:30 - 17:25,B - Vert 12-145,Luca Petruzzellis,1.0
MKT 4093,63475,BTRA-LEC,Regular,TuTh 09:05 - 10:20,B - Vert 9-135,Diane Merians Penaloza,No Rating
MKT 4120,43163,ETRA-LEC,Regular,TuTh 14:30 - 15:45,A - 17 Lex 1404,Anthony Perrotto,3.5
MKT 4123,43166,FMA-LEC,Regular,Mo 16:10 - 17:25,B - Vert 12-145,Marshall Sponder,3.5
MKT 4131,43171,CMWA-LEC,Regular,MoWe 10:45 - 12:00,B - Vert 10-145,Herbert Satzman,4.3
MKT 4171,56666,NFA-LEC,Regular,Fr 14:30 - 17:25,B - Vert 10-180,Bret Tesman,4.5
MKT 4410,43496,EMWA-LEC,Regular,MoWe 14:30 - 15:45,B - Vert 9-125,Anthony Pantaleon,3.5
MKT 4420,43497,FMWA-LEC,Regular,MoWe 16:10 - 17:25,B - Vert 11-150,Anthony Pantaleon,3.5
MKT 4493,56673,ETA-LEC,Regular,Tu 14:30 - 15:45,B - Vert 6-180,Patti Devine,1.8
MKT 4493,56674,MFA-LEC,Regular,Fr 11:10 - 14:05,B - Vert 10-130,Anthony Perrotto,3.5
MKT 4540,43498,BMWA-LEC,Regular,MoWe 09:05 - 10:20,B - Vert 10-155,Steve Gold,4.5
MKT 4555,43499,ETA-LEC,Regular,Tu 14:30 - 15:45,B - Vert 12-145,Karthik Sridhar,4.67
MKT 4555,63473,MSA-LEC,Regular,Sa 11:10 - 12:25,B - Vert 4-175,Hussain Rahim,4.4
MKT 4555,43500,PTA-LEC,Regular,Tu 17:50 - 19:05,B - Vert 12-145,Marshall Sponder,3.5
MKT 4557,43501,QMA-LEC,Regular,Mo 19:30 - 20:45,B - Vert 11-130,Benjamin Guttmann,5.0
MKT 4557,43502,QTA-LEC,Regular,Tu 19:30 - 20:45,B - Vert 11-130,Christopher Whyte,2.19
MKT 4560,43503,AMWA-LEC,Regular,MoWe 07:25 - 08:40,B - Vert 10-145,Matthew Van Houten,4.8
MKT 4561,56675,ETRA-LEC,Regular,TuTh 14:30 - 15:45,B - Vert 9-215,Maithily Erande,1.75
MKT 4593,76784,MFA-LEC,Regular,Fr 11:10 - 14:05,B - Vert 10-145,Jagruti Bansal,No Rating
MKT 4876,43504,CTRA-LEC,Regular,TuTh 10:45 - 12:00,B - Vert 12-145,Barry Soloff,3.48
MKT 4910,44534,UT-LEC,Regular,Tu 18:05 - 21:00,A - 17 Lex 1309,David Seaman,5.0
MKT 4912,43505,FMWA-LEC,Regular,MoWe 16:10 - 17:25,B - Vert 11-145,Alan Barnett,3.8
MKT 4913,56681,PMWA-LEC,Regular,MoWe 17:50 - 19:05,B - Vert 12-223,Alan Barnett,3.8
MKT 4966,43506,FTA-LEC,Regular,Tu 16:10 - 17:25,B - Vert 11-130,Patti Devine,1.8
MKT 5100,43509,INTR-LEC,Regular,TBA,TBA,Gloria Thomas,3.9
MKT 5151,43507,FTRA-LEC,Regular,TuTh 16:10 - 17:25,B - Vert 10-210,Anthony Perrotto,3.5
MKT 5750,43514,CTRA-LEC,Regular,TuTh 10:45 - 12:00,B - Vert 10-145,Owh Ong,4.7
MKT 5750,43513,ETRA-LEC,Regular,TuTh 14:30 - 15:45,B - Vert 10-145,Stacey Finkelstein,3.3
MKT 5750,44838,MFA-LEC,Regular,Fr 11:10 - 14:05,B - Vert 10-135,Nadeem Firoz,2.8
MKT 5750,43512,QMWA-LEC,Regular,MoWe 19:30 - 20:45,B - Vert 10-135,Verina Mathis-crawford,4.9
MKT 9701,43516,QTRA-LEC,Regular,TuTh 19:30 - 20:45,B - Vert 4-211,Carly Fink,4.3
MKT 9702,44533,PMWA-LEC,Regular,MoWe 17:50 - 19:05,B - Vert 12-150,Amitai Touval,3.8
MKT 9703,43520,PTRA-LEC,Regular,TuTh 17:50 - 19:05,B - Vert 11-155,Andreas Grein,4.5
MKT 9703,43518,QMWA-LEC,Regular,MoWe 19:30 - 20:45,B - Vert 11-155,David Diamond,4.75
MKT 9703,76158,XHC6-LEC,Regular,TBA,TBA,Pragya Mathur,4.5
MKT 9703,74030,XM34-LEC,Regular,TBA,TBA,Kapil Bawa,4.43
MKT 9716,43522,NETA-LEC,Regular,TBA,TBA,Bahriye Goren,4.0
MKT 9728,43523,NET-LEC,Regular,TBA,TBA,Amy Auerbach,3.1
MKT 9737,43525,LMSA-LEC,Regular,Sa 09:30 - 12:25,B - Vert 12-135,Dan Stone,No Rating
MKT 9737,62498,XMS0-LEC,Regular,TBA,TBA,Ana Valenzuela,3.48
MKT 9738,43526,NETA-LEC,Regular,TBA,TBA,Marshall Sponder,3.5
MKT 9738,62497,XMS0-LEC,Regular,TBA,TBA,Marshall Sponder,3.5
MKT 9740,56685,QMWA-LEC,Regular,MoWe 19:30 - 20:45,B - Vert 11-135,Steve Sherman,No Rating
MKT 9750,43527,PTRA-LEC,Regular,TuTh 17:50 - 19:05,B - Vert 12-150,David Hymson,4.2
MKT 9750,62501,XMS0-LEC,Regular,TBA,TBA,Myung Lee,4.57
MKT 9751,43528,PTA-LEC,Regular,Tu 17:50 - 19:05,B - Vert 12-223,Patti Devine,1.8
MKT 9751,62500,XMS0-LEC,Regular,TBA,TBA,Avichai Shuv-Ami,No Rating
MKT 9766,44535,QTRA-LEC,Regular,TuTh 19:30 - 20:45,B - Vert 11-145,Maithily Erande,1.75
MKT 9774,43530,QMWA-LEC,Regular,MoWe 19:30 - 20:45,B - Vert 9-175,Robert Imbriani,4.8
MKT 9780,43531,QTA-LEC,Regular,Tu 19:30 - 20:45,B - Vert 4-125,Louis Cohen,4.67
MKT 9782,56687,1PTA-LEC,Seven Wk 1,Tu 17:50 - 19:11,B - Vert 11-160,Louis Cohen,4.67
MKT 9783,56689,2PTA-LEC,Seven Wk 2,Tu 17:50 - 19:05,B - Vert 11-160,Louis Cohen,4.67
MKT 9785,44507,NET1-LEC,Regular,TBA,TBA,Linda Gharib,4.0
MKT 9791,74984,PWA-LEC,Regular,We 17:50 - 19:05,B - Vert 9-215,Alexander Lirtsman,5.0
MKT 9793,62499,XMS0-LEC,Regular,TBA,TBA,Marina Carnevale,3.38
MKT 9795,63479,MNSA-LEC,Regular,Sa 13:30 - 16:25,B - Vert 6-140,Fahad Khan,No Rating
MKT 9799,78693,DUGG-LEC,Regular,TBA,TBA,Radhika Duggal,No Rating
MSC 1003,43627,AMWA-LEC,Regular,MoWe 07:25 - 08:40,B - Vert 6-170,Gwen Damico,4.5
MSC 1003,43643,ATRA-LEC,Regular,TuTh 07:25 - 08:40,B - Vert 6-170,Jean-Patrick Besingrand,No Rating
MSC 1003,43628,BMWA-LEC,Regular,MoWe 09:05 - 10:20,B - Vert 6-170,Gwen Damico,4.5
MSC 1003,43642,BTRA-LEC,Regular,TuTh 09:05 - 10:20,B - Vert 6-170,Jean-Patrick Besingrand,No Rating
MSC 1003,43631,CMWA-LEC,Regular,MoWe 10:45 - 12:00,B - Vert 6-170,Gilad Harel,No Rating
MSC 1003,72127,CNOW-LEC,Regular,TBA,TBA,Cynthia Wong,4.92
MSC 1003,43634,DMWA-LEC,Regular,MoWe 12:50 - 14:05,B - Vert 6-170,Gilad Harel,No Rating
MSC 1003,43637,EMWA-LEC,Regular,MoWe 14:30 - 15:45,B - Vert 6-170,Gilad Harel,No Rating
MSC 1003,43644,ETRA-LEC,Regular,TuTh 14:30 - 15:45,B - Vert 6-170,David Pearson,3.5
MSC 1003,43638,FMWA-LEC,Regular,MoWe 16:10 - 17:25,B - Vert 6-170,David Smey,5.0
MSC 1003,43645,FTRA-LEC,Regular,TuTh 16:10 - 17:25,B - Vert 6-170,David Pearson,3.5
MSC 1003,54485,JAN2-LEC,Winter,MoTuWeThFr 11:00 - 13:30,B - Vert 6-170,Gwen Damico,4.5
MSC 1003,43647,MS-LEC,Regular,Sa 11:10 - 14:05,B - Vert 6-170,Daniel Fox,No Rating
MSC 1003,43639,PMWA-LEC,Regular,MoWe 17:50 - 19:05,B - Vert 6-170,David Smey,5.0
MSC 1003,43640,QMWA-LEC,Regular,MoWe 19:30 - 20:45,B - Vert 6-170,David Smey,5.0
MSC 1005,54487,JNNT-LEC,Winter,MoTuWeThFr 09:30 - 12:00,TBA,Andrew Tomasello,3.35
MSC 1005,75662,NET-LEC,Regular,Fr 09:05 - 12:00,TBA,Andrew Tomasello,3.35
MSC 2061,43648,PR-LEC,Regular,Th 17:40 - 19:20,B - Vert B3-130,Denise Puricelli, ,No Rating
MSC 2062,43649,PR-LEC,Regular,Th 17:40 - 19:20,B - Vert B3-130,Denise Puricelli, ,No Rating
MSC 2063,43650,PR-LEC,Regular,Th 17:40 - 19:20,B - Vert B3-130,Denise Puricelli, ,No Rating
MSC 2064,43651,PR-LEC,Regular,Th 17:40 - 19:20,B - Vert B3-130,Denise Puricelli, ,No Rating
MSC 3005,54270,CTRA-LEC,Regular,TuTh 10:45 - 12:00,B - Vert 6-170,Abby Anderton,4.7
MSC 3014,43652,CMWA-LEC,Regular,MoWe 10:45 - 12:00,B - Vert 4-190,Philip Lambert,4.17
MSC 3016,43654,BMWA-LEC,Regular,MoWe 09:05 - 10:20,B - Vert 4-190,Anne Swartz,4.8
MSC 3026,43658,EMWA-LEC,Regular,MoWe 14:30 - 15:45,B - Vert 7-170,Philip Lambert,4.17
MSC 3026,79676,LAMB-LEC,Regular,TBA,TBA,Philip Lambert,4.17
MSC 3027,43661,DMWA-LEC,Regular,MoWe 12:50 - 14:05,B - Vert 7-170,Philip Lambert,4.17
MSC 3028,77734,LAMB-LEC,Regular,TBA,TBA,Philip Lambert,4.17
MSC 3036,43664,OF-LEC,Regular,Fr 09:05 - 12:00,B - Vert 4-190,Michelle Bayer,No Rating
MSC 3044,43666,BTRA-LEC,Regular,TuTh 09:05 - 10:20,B - Vert 4-190,Abby Anderton,4.7
MSC 4900,43667,MT-LEC,Regular,Tu 11:10 - 14:05,B - Vert 4-190,Andrew Tomasello,3.35
MSC 5000,77881,TOMA-LEC,Regular,TBA,TBA,Andrew Tomasello,3.35
MSC 5050,43668,TOMA-LEC,Regular,TBA,TBA,Andrew Tomasello,3.35
MSC 5051,43669,TOMA-LEC,Regular,TBA,TBA,Andrew Tomasello,3.35
MTH 1030,57058,2MRA-LEC,Seven Wk 2,MoTuWeTh 14:55 - 16:33,B - Vert 10-125,Carl Belizaire,5.0
MTH 1030,57059,2MRI-LEC,Seven Wk 2,MoTuWeTh 10:10 - 11:58,B - Vert 10-125,Abraham Tai,3.4
MTH 1030,57057,2SMR-LEC,Seven Wk 2,MoTuWeTh 17:40 - 19:30,B - Vert 10-125,Samantha Tulloch,No Rating
MTH 1030,44422,GMWA-LEC,Regular,MoWe 07:50 - 09:30,B - Vert 10-180,Carol Barone,2.5
MTH 1030,43653,GTRA-LEC,Regular,TuTh 07:50 - 09:30,B - Vert 4-216,Elena Talalay,2.9
MTH 1030,44423,HMWA-LEC,Regular,MoWe 09:55 - 11:35,B - Vert 4-170,Carol Barone,2.5
MTH 1030,44424,HMWS-LEC,Regular,MoWe 09:55 - 12:00,B - Vert 4-180,Roslynn Bryant,4.9
MTH 1030,43962,HTRA-LEC,Regular,TuTh 09:55 - 11:35,B - Vert 9-170,Christine Ballesteros,3.8
MTH 1030,43279,JMWA-LEC,Regular,MoWe 12:25 - 14:05,B - Vert 12-145,Evan Wood,1.0
MTH 1030,43280,KMWA-LEC,Regular,MoWe 14:55 - 16:35,B - Vert 4-211,Roslynn Bryant,4.9
MTH 1030,43284,SMWA-LEC,Regular,MoWe 17:40 - 19:20,A - 17 Lex 1203,Glenn Hunter,3.96
MTH 1030,43963,STRA-LEC,Regular,TuTh 17:40 - 19:20,A - 17 Lex 1304,Khalid Adriouch,No Rating
MTH 1030,43286,TMWA-LEC,Regular,MoWe 19:45 - 21:25,B - Vert 10-140,Glenn Hunter,3.96
MTH 1030,43288,TTRA-LEC,Regular,TuTh 19:45 - 21:25,B - Vert 6-170,Kikuno Nonoyama,No Rating
MTH 2003,43328,GMWA-LEC,Regular,MoWe 07:50 - 09:30,B - Vert 11-130,Miguel Callirgos,3.65
MTH 2003,43333,GMWB-LEC,Regular,MoWe 07:50 - 09:30,B - Vert 11-140,Sandra Sze,4.4
MTH 2003,43336,GTRA-LEC,Regular,TuTh 07:50 - 09:30,B - Vert 10-130,Christine Ballesteros,3.8
MTH 2003,43356,GTRB-LEC,Regular,TuTh 07:50 - 09:30,B - Vert 10-140,Fikreab Admasu,4.0
MTH 2003,43337,HMWA-LEC,Regular,MoWe 09:55 - 11:35,B - Vert 3-120,Jean Marc Cadet,4.31
MTH 2003,43343,HMWC-LEC,Regular,MoWe 09:55 - 11:35,B - Vert 4-220,Payman Norasteh,2.9
MTH 2003,43339,HMWS-LEC,Regular,MoWe 09:55 - 12:00,B - Vert 4-211,Sandra Sze,4.4
MTH 2003,43358,HTRA-LEC,Regular,TuTh 09:55 - 11:35,B - Vert 13-145,Mohammad Sabha,No Rating
MTH 2003,43360,HTRB-LEC,Regular,TuTh 09:55 - 11:35,B - Vert 13-150,Ryan Ronan,4.3
MTH 2003,43361,HTRC-LEC,Regular,TuTh 09:55 - 11:35,B - Vert 13-155,Melissa Rogers,4.86
MTH 2003,43363,JMWA-LEC,Regular,MoWe 12:25 - 14:05,B - Vert 12-116,Jean Marc Cadet,4.31
MTH 2003,43369,JMWB-LEC,Regular,MoWe 12:25 - 14:05,B - Vert 12-135,Mohammad Sabha,No Rating
MTH 2003,43371,JMWC-LEC,Regular,MoWe 12:25 - 14:05,B - Vert 11-135,Theodore Haiman,4.2
MTH 2003,43378,KMWA-LEC,Regular,MoWe 14:55 - 16:35,B - Vert 9-165,Miguel Callirgos,3.65
MTH 2003,43373,KMWS-LEC,Regular,MoWe 14:30 - 16:35,B - Vert 4-170,Andrew Gliber,4.8
MTH 2003,43362,KTRA-LEC,Regular,TuTh 14:55 - 16:35,B - Vert 4-212,Issam Laghmari,4.3
MTH 2003,43381,KTRB-LEC,Regular,TuTh 14:55 - 16:35,B - Vert 13-155,Aaron Converse,4.0
MTH 2003,43384,SMWA-LEC,Regular,MoWe 17:40 - 19:20,B - Vert 12-135,Massoud Yazdani,3.5
MTH 2003,43394,STRA-LEC,Regular,TuTh 17:40 - 19:20,A - 17 Lex 1203,Kikuno Nonoyama,No Rating
MTH 2003,43390,STRB-LEC,Regular,TuTh 17:40 - 19:20,A - 17 Lex 1208,Michael Paidoussis,3.39
